species_key,trait_id,trait_value,source_type,source_name,source_url,citation,access_date,confidence,method,notes
eupetaurus_nivamons,gliding_membrane_visible,yes,web_reference,Zoological Journal of the Linnean Society,https://academic.oup.com/zoolinnean/article/194/2/502/6287636,"Eupetaurus nivamons — brownish-grey woolly flying squirrel, long bushy tail with a long black distal section, pointed hairy ears.",2026-09-06,high,phase3k_species_expansion,Only easily observed external features used; skull/dental measurements excluded.
eupetaurus_nivamons,rodent_tail_type,bushy,web_reference,Zoological Journal of the Linnean Society,https://academic.oup.com/zoolinnean/article/194/2/502/6287636,"Eupetaurus nivamons — brownish-grey woolly flying squirrel, long bushy tail with a long black distal section, pointed hairy ears.",2026-09-06,high,phase3k_species_expansion,Only easily observed external features used; skull/dental measurements excluded.
petinomys_vordermanni,body_form,gliding_mammal_like,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Petinomys_vordermanni/,"Petinomys vordermanni — pygmy flying squirrel with orange cheeks, black around the eyes, and flattened/bushy tail.",2026-09-06,high,phase3k_species_expansion,Distinctive facial contrast is represented as masked; specialist anatomy excluded.
petinomys_vordermanni,body_covering,fur_or_hair,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Petinomys_vordermanni/,"Petinomys vordermanni — pygmy flying squirrel with orange cheeks, black around the eyes, and flattened/bushy tail.",2026-09-06,high,phase3k_species_expansion,Distinctive facial contrast is represented as masked; specialist anatomy excluded.
petinomys_vordermanni,movement_seen,gliding,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Petinomys_vordermanni/,"Petinomys vordermanni — pygmy flying squirrel with orange cheeks, black around the eyes, and flattened/bushy tail.",2026-09-06,high,phase3k_species_expansion,Distinctive facial contrast is represented as masked; specialist anatomy excluded.
petinomys_vordermanni,observation_place,tree_or_bush,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Petinomys_vordermanni/,"Petinomys vordermanni — pygmy flying squirrel with orange cheeks, black around the eyes, and flattened/bushy tail.",2026-09-06,high,phase3k_species_expansion,Distinctive facial contrast is represented as masked; specialist anatomy excluded.
petinomys_vordermanni,primary_color,mixed,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Petinomys_vordermanni/,"Petinomys vordermanni — pygmy flying squirrel with orange cheeks, black around the eyes, and flattened/bushy tail.",2026-09-06,high,phase3k_species_expansion,Distinctive facial contrast is represented as masked; specialist anatomy excluded.
petinomys_vordermanni,body_pattern,masked,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Petinomys_vordermanni/,"Petinomys vordermanni — pygmy flying squirrel with orange cheeks, black around the eyes, and flattened/bushy tail.",2026-09-06,high,phase3k_species_expansion,Distinctive facial contrast is represented as masked; specialist anatomy excluded.
petinomys_vordermanni,tail_impression,long,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Petinomys_vordermanni/,"Petinomys vordermanni — pygmy flying squirrel with orange cheeks, black around the eyes, and flattened/bushy tail.",2026-09-06,high,phase3k_species_expansion,Distinctive facial contrast is represented as masked; specialist anatomy excluded.
petinomys_vordermanni,tail_shape,bushy,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Petinomys_vordermanni/,"Petinomys vordermanni — pygmy flying squirrel with orange cheeks, black around the eyes, and flattened/bushy tail.",2026-09-06,high,phase3k_species_expansion,Distinctive facial contrast is represented as masked; specialist anatomy excluded.
petinomys_vordermanni,ear_size_impression,medium,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Petinomys_vordermanni/,"Petinomys vordermanni — pygmy flying squirrel with orange cheeks, black around the eyes, and flattened/bushy tail.",2026-09-06,high,phase3k_species_expansion,Distinctive facial contrast is represented as masked; specialist anatomy excluded.
petinomys_vordermanni,gliding_membrane_visible,yes,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Petinomys_vordermanni/,"Petinomys vordermanni — pygmy flying squirrel with orange cheeks, black around the eyes, and flattened/bushy tail.",2026-09-06,high,phase3k_species_expansion,Distinctive facial contrast is represented as masked; specialist anatomy excluded.
petinomys_vordermanni,rodent_tail_type,bushy,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Petinomys_vordermanni/,"Petinomys vordermanni — pygmy flying squirrel with orange cheeks, black around the eyes, and flattened/bushy tail.",2026-09-06,high,phase3k_species_expansion,Distinctive facial contrast is represented as masked; specialist anatomy excluded.
maxomys_surifer,body_form,mouse_rat_like,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6869041,"Maxomys surifer — reddish/orange-brown spiny rat with darker back, pale/white underside, and long tail.",2026-09-06,high,phase3k_species_expansion,Spiny texture is not encoded as quills/spines because the current covering trait is for obvious quill-like covering.
maxomys_surifer,body_covering,fur_or_hair,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6869041,"Maxomys surifer — reddish/orange-brown spiny rat with darker back, pale/white underside, and long tail.",2026-09-06,high,phase3k_species_expansion,Spiny texture is not encoded as quills/spines because the current covering trait is for obvious quill-like covering.
maxomys_surifer,movement_seen,walking_or_running,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6869041,"Maxomys surifer — reddish/orange-brown spiny rat with darker back, pale/white underside, and long tail.",2026-09-06,high,phase3k_species_expansion,Spiny texture is not encoded as quills/spines because the current covering trait is for obvious quill-like covering.
maxomys_surifer,observation_place,ground,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6869041,"Maxomys surifer — reddish/orange-brown spiny rat with darker back, pale/white underside, and long tail.",2026-09-06,high,phase3k_species_expansion,Spiny texture is not encoded as quills/spines because the current covering trait is for obvious quill-like covering.
maxomys_surifer,primary_color,reddish_or_orange,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6869041,"Maxomys surifer — reddish/orange-brown spiny rat with darker back, pale/white underside, and long tail.",2026-09-06,high,phase3k_species_expansion,Spiny texture is not encoded as quills/spines because the current covering trait is for obvious quill-like covering.
maxomys_surifer,body_pattern,patched,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6869041,"Maxomys surifer — reddish/orange-brown spiny rat with darker back, pale/white underside, and long tail.",2026-09-06,high,phase3k_species_expansion,Spiny texture is not encoded as quills/spines because the current covering trait is for obvious quill-like covering.
maxomys_surifer,tail_impression,long,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6869041,"Maxomys surifer — reddish/orange-brown spiny rat with darker back, pale/white underside, and long tail.",2026-09-06,high,phase3k_species_expansion,Spiny texture is not encoded as quills/spines because the current covering trait is for obvious quill-like covering.
maxomys_surifer,snout_shape_simple,long_pointed,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6869041,"Maxomys surifer — reddish/orange-brown spiny rat with darker back, pale/white underside, and long tail.",2026-09-06,high,phase3k_species_expansion,Spiny texture is not encoded as quills/spines because the current covering trait is for obvious quill-like covering.
maxomys_surifer,leg_foot_appearance,small_rodent_like_feet,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6869041,"Maxomys surifer — reddish/orange-brown spiny rat with darker back, pale/white underside, and long tail.",2026-09-06,high,phase3k_species_expansion,Spiny texture is not encoded as quills/spines because the current covering trait is for obvious quill-like covering.
maxomys_surifer,rodent_tail_type,mostly_bare_or_scaly,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6869041,"Maxomys surifer — reddish/orange-brown spiny rat with darker back, pale/white underside, and long tail.",2026-09-06,high,phase3k_species_expansion,Spiny texture is not encoded as quills/spines because the current covering trait is for obvious quill-like covering.
niviventer_fulvescens,body_form,mouse_rat_like,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6788475,"Niviventer fulvescens — bright reddish dorsum, pure white underside, long flexible tail and long slender feet.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
niviventer_fulvescens,body_covering,fur_or_hair,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6788475,"Niviventer fulvescens — bright reddish dorsum, pure white underside, long flexible tail and long slender feet.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
niviventer_fulvescens,movement_seen,walking_or_running,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6788475,"Niviventer fulvescens — bright reddish dorsum, pure white underside, long flexible tail and long slender feet.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
niviventer_fulvescens,observation_place,ground,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6788475,"Niviventer fulvescens — bright reddish dorsum, pure white underside, long flexible tail and long slender feet.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
niviventer_fulvescens,primary_color,reddish_or_orange,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6788475,"Niviventer fulvescens — bright reddish dorsum, pure white underside, long flexible tail and long slender feet.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
niviventer_fulvescens,body_pattern,patched,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6788475,"Niviventer fulvescens — bright reddish dorsum, pure white underside, long flexible tail and long slender feet.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
niviventer_fulvescens,tail_impression,very_long,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6788475,"Niviventer fulvescens — bright reddish dorsum, pure white underside, long flexible tail and long slender feet.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
niviventer_fulvescens,snout_shape_simple,long_pointed,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6788475,"Niviventer fulvescens — bright reddish dorsum, pure white underside, long flexible tail and long slender feet.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
niviventer_fulvescens,leg_foot_appearance,small_rodent_like_feet,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6788475,"Niviventer fulvescens — bright reddish dorsum, pure white underside, long flexible tail and long slender feet.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
niviventer_fulvescens,rodent_tail_type,furry_not_bushy,web_reference,Handbook of the Mammals of the World treatment,https://zenodo.org/records/6788475,"Niviventer fulvescens — bright reddish dorsum, pure white underside, long flexible tail and long slender feet.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
chiromyscus_chiropus,body_form,mouse_rat_like,web_reference,Peer-reviewed revision of the Niviventer–Chiromyscus complex,https://pmc.ncbi.nlm.nih.gov/articles/PMC4258623/,"Chiromyscus chiropus — arboreal mouse with orange upperparts, very long hairy tail, large dark ears and climbing-adapted feet.",2026-09-06,high,phase3k_species_expansion,Opposable hallux is not separately encoded; coarse climbing traits only.
chiromyscus_chiropus,body_covering,fur_or_hair,web_reference,Peer-reviewed revision of the Niviventer–Chiromyscus complex,https://pmc.ncbi.nlm.nih.gov/articles/PMC4258623/,"Chiromyscus chiropus — arboreal mouse with orange upperparts, very long hairy tail, large dark ears and climbing-adapted feet.",2026-09-06,high,phase3k_species_expansion,Opposable hallux is not separately encoded; coarse climbing traits only.
chiromyscus_chiropus,movement_seen,climbing,web_reference,Peer-reviewed revision of the Niviventer–Chiromyscus complex,https://pmc.ncbi.nlm.nih.gov/articles/PMC4258623/,"Chiromyscus chiropus — arboreal mouse with orange upperparts, very long hairy tail, large dark ears and climbing-adapted feet.",2026-09-06,high,phase3k_species_expansion,Opposable hallux is not separately encoded; coarse climbing traits only.
chiromyscus_chiropus,observation_place,tree_or_bush,web_reference,Peer-reviewed revision of the Niviventer–Chiromyscus complex,https://pmc.ncbi.nlm.nih.gov/articles/PMC4258623/,"Chiromyscus chiropus — arboreal mouse with orange upperparts, very long hairy tail, large dark ears and climbing-adapted feet.",2026-09-06,high,phase3k_species_expansion,Opposable hallux is not separately encoded; coarse climbing traits only.
chiromyscus_chiropus,primary_color,reddish_or_orange,web_reference,Peer-reviewed revision of the Niviventer–Chiromyscus complex,https://pmc.ncbi.nlm.nih.gov/articles/PMC4258623/,"Chiromyscus chiropus — arboreal mouse with orange upperparts, very long hairy tail, large dark ears and climbing-adapted feet.",2026-09-06,high,phase3k_species_expansion,Opposable hallux is not separately encoded; coarse climbing traits only.
chiromyscus_chiropus,body_pattern,patched,web_reference,Peer-reviewed revision of the Niviventer–Chiromyscus complex,https://pmc.ncbi.nlm.nih.gov/articles/PMC4258623/,"Chiromyscus chiropus — arboreal mouse with orange upperparts, very long hairy tail, large dark ears and climbing-adapted feet.",2026-09-06,high,phase3k_species_expansion,Opposable hallux is not separately encoded; coarse climbing traits only.
chiromyscus_chiropus,tail_impression,very_long,web_reference,Peer-reviewed revision of the Niviventer–Chiromyscus complex,https://pmc.ncbi.nlm.nih.gov/articles/PMC4258623/,"Chiromyscus chiropus — arboreal mouse with orange upperparts, very long hairy tail, large dark ears and climbing-adapted feet.",2026-09-06,high,phase3k_species_expansion,Opposable hallux is not separately encoded; coarse climbing traits only.
chiromyscus_chiropus,ear_size_impression,large,web_reference,Peer-reviewed revision of the Niviventer–Chiromyscus complex,https://pmc.ncbi.nlm.nih.gov/articles/PMC4258623/,"Chiromyscus chiropus — arboreal mouse with orange upperparts, very long hairy tail, large dark ears and climbing-adapted feet.",2026-09-06,high,phase3k_species_expansion,Opposable hallux is not separately encoded; coarse climbing traits only.
chiromyscus_chiropus,ear_shape_simple,rounded,web_reference,Peer-reviewed revision of the Niviventer–Chiromyscus complex,https://pmc.ncbi.nlm.nih.gov/articles/PMC4258623/,"Chiromyscus chiropus — arboreal mouse with orange upperparts, very long hairy tail, large dark ears and climbing-adapted feet.",2026-09-06,high,phase3k_species_expansion,Opposable hallux is not separately encoded; coarse climbing traits only.
chiromyscus_chiropus,leg_foot_appearance,small_rodent_like_feet,web_reference,Peer-reviewed revision of the Niviventer–Chiromyscus complex,https://pmc.ncbi.nlm.nih.gov/articles/PMC4258623/,"Chiromyscus chiropus — arboreal mouse with orange upperparts, very long hairy tail, large dark ears and climbing-adapted feet.",2026-09-06,high,phase3k_species_expansion,Opposable hallux is not separately encoded; coarse climbing traits only.
chiromyscus_chiropus,rodent_tail_type,furry_not_bushy,web_reference,Peer-reviewed revision of the Niviventer–Chiromyscus complex,https://pmc.ncbi.nlm.nih.gov/articles/PMC4258623/,"Chiromyscus chiropus — arboreal mouse with orange upperparts, very long hairy tail, large dark ears and climbing-adapted feet.",2026-09-06,high,phase3k_species_expansion,Opposable hallux is not separately encoded; coarse climbing traits only.
mus_pahari,body_form,mouse_rat_like,web_reference,India Biodiversity Portal / Assam Biodiversity Portal compilation,https://indiabiodiversity.org/species/show/238561,"Mus pahari — dark grey-silver dorsum, pale/white underside, round relatively small ears, shrew-like long-nosed appearance.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
mus_pahari,body_covering,fur_or_hair,web_reference,India Biodiversity Portal / Assam Biodiversity Portal compilation,https://indiabiodiversity.org/species/show/238561,"Mus pahari — dark grey-silver dorsum, pale/white underside, round relatively small ears, shrew-like long-nosed appearance.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
mus_pahari,movement_seen,walking_or_running,web_reference,India Biodiversity Portal / Assam Biodiversity Portal compilation,https://indiabiodiversity.org/species/show/238561,"Mus pahari — dark grey-silver dorsum, pale/white underside, round relatively small ears, shrew-like long-nosed appearance.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
mus_pahari,observation_place,ground,web_reference,India Biodiversity Portal / Assam Biodiversity Portal compilation,https://indiabiodiversity.org/species/show/238561,"Mus pahari — dark grey-silver dorsum, pale/white underside, round relatively small ears, shrew-like long-nosed appearance.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
mus_pahari,primary_color,grey,web_reference,India Biodiversity Portal / Assam Biodiversity Portal compilation,https://indiabiodiversity.org/species/show/238561,"Mus pahari — dark grey-silver dorsum, pale/white underside, round relatively small ears, shrew-like long-nosed appearance.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
mus_pahari,body_pattern,patched,web_reference,India Biodiversity Portal / Assam Biodiversity Portal compilation,https://indiabiodiversity.org/species/show/238561,"Mus pahari — dark grey-silver dorsum, pale/white underside, round relatively small ears, shrew-like long-nosed appearance.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
mus_pahari,tail_impression,medium,web_reference,India Biodiversity Portal / Assam Biodiversity Portal compilation,https://indiabiodiversity.org/species/show/238561,"Mus pahari — dark grey-silver dorsum, pale/white underside, round relatively small ears, shrew-like long-nosed appearance.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
mus_pahari,ear_size_impression,small,web_reference,India Biodiversity Portal / Assam Biodiversity Portal compilation,https://indiabiodiversity.org/species/show/238561,"Mus pahari — dark grey-silver dorsum, pale/white underside, round relatively small ears, shrew-like long-nosed appearance.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
mus_pahari,ear_shape_simple,rounded,web_reference,India Biodiversity Portal / Assam Biodiversity Portal compilation,https://indiabiodiversity.org/species/show/238561,"Mus pahari — dark grey-silver dorsum, pale/white underside, round relatively small ears, shrew-like long-nosed appearance.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
mus_pahari,snout_shape_simple,long_pointed,web_reference,India Biodiversity Portal / Assam Biodiversity Portal compilation,https://indiabiodiversity.org/species/show/238561,"Mus pahari — dark grey-silver dorsum, pale/white underside, round relatively small ears, shrew-like long-nosed appearance.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
mus_pahari,leg_foot_appearance,small_rodent_like_feet,web_reference,India Biodiversity Portal / Assam Biodiversity Portal compilation,https://indiabiodiversity.org/species/show/238561,"Mus pahari — dark grey-silver dorsum, pale/white underside, round relatively small ears, shrew-like long-nosed appearance.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
mus_pahari,rodent_tail_type,furry_not_bushy,web_reference,India Biodiversity Portal / Assam Biodiversity Portal compilation,https://indiabiodiversity.org/species/show/238561,"Mus pahari — dark grey-silver dorsum, pale/white underside, round relatively small ears, shrew-like long-nosed appearance.",2026-09-06,high,phase3k_species_expansion,No exact measurements used.
rattus_exulans,body_form,mouse_rat_like,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Rattus_exulans/,"Rattus exulans — slender ruddy-brown rat, pointed snout, large ears, pale belly, scaly tail about body length.",2026-09-06,high,phase3k_species_expansion,Dark hind-foot edge is not represented by current schema.
rattus_exulans,body_covering,fur_or_hair,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Rattus_exulans/,"Rattus exulans — slender ruddy-brown rat, pointed snout, large ears, pale belly, scaly tail about body length.",2026-09-06,high,phase3k_species_expansion,Dark hind-foot edge is not represented by current schema.
rattus_exulans,movement_seen,walking_or_running,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Rattus_exulans/,"Rattus exulans — slender ruddy-brown rat, pointed snout, large ears, pale belly, scaly tail about body length.",2026-09-06,high,phase3k_species_expansion,Dark hind-foot edge is not represented by current schema.
rattus_exulans,observation_place,ground,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Rattus_exulans/,"Rattus exulans — slender ruddy-brown rat, pointed snout, large ears, pale belly, scaly tail about body length.",2026-09-06,high,phase3k_species_expansion,Dark hind-foot edge is not represented by current schema.
rattus_exulans,time_seen,night,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Rattus_exulans/,"Rattus exulans — slender ruddy-brown rat, pointed snout, large ears, pale belly, scaly tail about body length.",2026-09-06,high,phase3k_species_expansion,Dark hind-foot edge is not represented by current schema.
rattus_exulans,primary_color,brown,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Rattus_exulans/,"Rattus exulans — slender ruddy-brown rat, pointed snout, large ears, pale belly, scaly tail about body length.",2026-09-06,high,phase3k_species_expansion,Dark hind-foot edge is not represented by current schema.
rattus_exulans,body_pattern,patched,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Rattus_exulans/,"Rattus exulans — slender ruddy-brown rat, pointed snout, large ears, pale belly, scaly tail about body length.",2026-09-06,high,phase3k_species_expansion,Dark hind-foot edge is not represented by current schema.
rattus_exulans,tail_impression,long,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Rattus_exulans/,"Rattus exulans — slender ruddy-brown rat, pointed snout, large ears, pale belly, scaly tail about body length.",2026-09-06,high,phase3k_species_expansion,Dark hind-foot edge is not represented by current schema.
rattus_exulans,ear_size_impression,large,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Rattus_exulans/,"Rattus exulans — slender ruddy-brown rat, pointed snout, large ears, pale belly, scaly tail about body length.",2026-09-06,high,phase3k_species_expansion,Dark hind-foot edge is not represented by current schema.
rattus_exulans,ear_shape_simple,rounded,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Rattus_exulans/,"Rattus exulans — slender ruddy-brown rat, pointed snout, large ears, pale belly, scaly tail about body length.",2026-09-06,high,phase3k_species_expansion,Dark hind-foot edge is not represented by current schema.
rattus_exulans,snout_shape_simple,long_pointed,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Rattus_exulans/,"Rattus exulans — slender ruddy-brown rat, pointed snout, large ears, pale belly, scaly tail about body length.",2026-09-06,high,phase3k_species_expansion,Dark hind-foot edge is not represented by current schema.
rattus_exulans,leg_foot_appearance,small_rodent_like_feet,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Rattus_exulans/,"Rattus exulans — slender ruddy-brown rat, pointed snout, large ears, pale belly, scaly tail about body length.",2026-09-06,high,phase3k_species_expansion,Dark hind-foot edge is not represented by current schema.
rattus_exulans,rodent_tail_type,mostly_bare_or_scaly,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Rattus_exulans/,"Rattus exulans — slender ruddy-brown rat, pointed snout, large ears, pale belly, scaly tail about body length.",2026-09-06,high,phase3k_species_expansion,Dark hind-foot edge is not represented by current schema.
rattus_andamanensis,body_form,mouse_rat_like,web_reference,ZooKeys mammal diversity survey / Zenodo treatment,https://zenodo.org/records/14925532,Rattus andamanensis — nocturnal forest rat recorded in both natural and disturbed forest.,2026-09-06,high,phase3k_species_expansion,Only broad field-observable rat traits used; locality is not used as a discriminator.
rattus_andamanensis,body_covering,fur_or_hair,web_reference,ZooKeys mammal diversity survey / Zenodo treatment,https://zenodo.org/records/14925532,Rattus andamanensis — nocturnal forest rat recorded in both natural and disturbed forest.,2026-09-06,high,phase3k_species_expansion,Only broad field-observable rat traits used; locality is not used as a discriminator.
rattus_andamanensis,movement_seen,walking_or_running,web_reference,ZooKeys mammal diversity survey / Zenodo treatment,https://zenodo.org/records/14925532,Rattus andamanensis — nocturnal forest rat recorded in both natural and disturbed forest.,2026-09-06,high,phase3k_species_expansion,Only broad field-observable rat traits used; locality is not used as a discriminator.
rattus_andamanensis,observation_place,ground,web_reference,ZooKeys mammal diversity survey / Zenodo treatment,https://zenodo.org/records/14925532,Rattus andamanensis — nocturnal forest rat recorded in both natural and disturbed forest.,2026-09-06,high,phase3k_species_expansion,Only broad field-observable rat traits used; locality is not used as a discriminator.
rattus_andamanensis,time_seen,night,web_reference,ZooKeys mammal diversity survey / Zenodo treatment,https://zenodo.org/records/14925532,Rattus andamanensis — nocturnal forest rat recorded in both natural and disturbed forest.,2026-09-06,high,phase3k_species_expansion,Only broad field-observable rat traits used; locality is not used as a discriminator.
rattus_andamanensis,primary_color,brown,web_reference,ZooKeys mammal diversity survey / Zenodo treatment,https://zenodo.org/records/14925532,Rattus andamanensis — nocturnal forest rat recorded in both natural and disturbed forest.,2026-09-06,high,phase3k_species_expansion,Only broad field-observable rat traits used; locality is not used as a discriminator.
rattus_andamanensis,body_pattern,plain,web_reference,ZooKeys mammal diversity survey / Zenodo treatment,https://zenodo.org/records/14925532,Rattus andamanensis — nocturnal forest rat recorded in both natural and disturbed forest.,2026-09-06,high,phase3k_species_expansion,Only broad field-observable rat traits used; locality is not used as a discriminator.
rattus_andamanensis,tail_impression,long,web_reference,ZooKeys mammal diversity survey / Zenodo treatment,https://zenodo.org/records/14925532,Rattus andamanensis — nocturnal forest rat recorded in both natural and disturbed forest.,2026-09-06,high,phase3k_species_expansion,Only broad field-observable rat traits used; locality is not used as a discriminator.
rattus_andamanensis,ear_size_impression,medium,web_reference,ZooKeys mammal diversity survey / Zenodo treatment,https://zenodo.org/records/14925532,Rattus andamanensis — nocturnal forest rat recorded in both natural and disturbed forest.,2026-09-06,high,phase3k_species_expansion,Only broad field-observable rat traits used; locality is not used as a discriminator.
