species_key,trait_id,trait_value,source_type,source_name,source_url,citation,access_date,confidence,method,notes
atherurus_macrourus,quills_or_spines_visible,yes,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Atherurus_macrourus/,Atherurus macrourus (Asiatic brush-tailed porcupine),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
hystrix_brachyura,body_covering,spines_or_quills,web_reference,Mammal Species of the World / Handbook treatment via Zenodo,https://zenodo.org/doi/10.5281/zenodo.6612197,Hystrix brachyura Linnaeus 1758,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
hystrix_brachyura,primary_color,dark_brown,web_reference,Mammal Species of the World / Handbook treatment via Zenodo,https://zenodo.org/doi/10.5281/zenodo.6612197,Hystrix brachyura Linnaeus 1758,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
hystrix_brachyura,tail_impression,short,web_reference,Mammal Species of the World / Handbook treatment via Zenodo,https://zenodo.org/doi/10.5281/zenodo.6612197,Hystrix brachyura Linnaeus 1758,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
hystrix_brachyura,quills_or_spines_visible,yes,web_reference,Mammal Species of the World / Handbook treatment via Zenodo,https://zenodo.org/doi/10.5281/zenodo.6612197,Hystrix brachyura Linnaeus 1758,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
manis_javanica,body_form,pangolin_like,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Manis_javanica/,Manis javanica (Malayan pangolin),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
manis_javanica,body_covering,scales,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Manis_javanica/,Manis javanica (Malayan pangolin),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
manis_javanica,movement_seen,climbing,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Manis_javanica/,Manis javanica (Malayan pangolin),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
manis_javanica,primary_color,brown,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Manis_javanica/,Manis javanica (Malayan pangolin),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
manis_javanica,leg_foot_appearance,broad_digging_feet,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Manis_javanica/,Manis javanica (Malayan pangolin),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
manis_pentadactyla,body_form,pangolin_like,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Manis_pentadactyla/,Manis pentadactyla (Chinese pangolin),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
manis_pentadactyla,body_covering,scales,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Manis_pentadactyla/,Manis pentadactyla (Chinese pangolin),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
manis_pentadactyla,movement_seen,digging_or_burrowing,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Manis_pentadactyla/,Manis pentadactyla (Chinese pangolin),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
manis_pentadactyla,primary_color,brown,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Manis_pentadactyla/,Manis pentadactyla (Chinese pangolin),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
manis_pentadactyla,snout_shape_simple,long_pointed,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Manis_pentadactyla/,Manis pentadactyla (Chinese pangolin),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
manis_pentadactyla,leg_foot_appearance,broad_digging_feet,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Manis_pentadactyla/,Manis pentadactyla (Chinese pangolin),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
panthera_tigris,body_form,cat_like,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Panthera_tigris/,Panthera tigris (tiger),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
panthera_tigris,body_covering,fur_or_hair,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Panthera_tigris/,Panthera tigris (tiger),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
panthera_tigris,primary_color,reddish_or_orange,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Panthera_tigris/,Panthera tigris (tiger),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
panthera_tigris,body_pattern,striped,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Panthera_tigris/,Panthera tigris (tiger),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
panthera_tigris,carnivore_tail_marking,rings,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Panthera_tigris/,Panthera tigris (tiger),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
neofelis_nebulosa,body_form,cat_like,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Neofelis_nebulosa/,Neofelis nebulosa (clouded leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
neofelis_nebulosa,body_covering,fur_or_hair,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Neofelis_nebulosa/,Neofelis nebulosa (clouded leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
neofelis_nebulosa,movement_seen,climbing,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Neofelis_nebulosa/,Neofelis nebulosa (clouded leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
neofelis_nebulosa,primary_color,mixed,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Neofelis_nebulosa/,Neofelis nebulosa (clouded leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
neofelis_nebulosa,body_pattern,patched,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Neofelis_nebulosa/,Neofelis nebulosa (clouded leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
neofelis_nebulosa,tail_impression,very_long,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Neofelis_nebulosa/,Neofelis nebulosa (clouded leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
neofelis_nebulosa,tail_shape,thick,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Neofelis_nebulosa/,Neofelis nebulosa (clouded leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
neofelis_nebulosa,ear_size_impression,small,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Neofelis_nebulosa/,Neofelis nebulosa (clouded leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
neofelis_nebulosa,ear_shape_simple,rounded,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Neofelis_nebulosa/,Neofelis nebulosa (clouded leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
neofelis_nebulosa,carnivore_tail_marking,rings,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Neofelis_nebulosa/,Neofelis nebulosa (clouded leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
panthera_pardus,body_form,cat_like,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Panthera_pardus/,Panthera pardus (leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
panthera_pardus,body_covering,fur_or_hair,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Panthera_pardus/,Panthera pardus (leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
panthera_pardus,primary_color,mixed,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Panthera_pardus/,Panthera pardus (leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
panthera_pardus,body_pattern,spotted,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Panthera_pardus/,Panthera pardus (leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
panthera_pardus,ear_size_impression,small,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Panthera_pardus/,Panthera pardus (leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
panthera_pardus,ear_shape_simple,rounded,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Panthera_pardus/,Panthera pardus (leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
panthera_pardus,carnivore_tail_marking,rings,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Panthera_pardus/,Panthera pardus (leopard),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
prionailurus_viverrinus,body_form,cat_like,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/fishing-cat,Fishing cat,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
prionailurus_viverrinus,body_covering,fur_or_hair,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/fishing-cat,Fishing cat,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
prionailurus_viverrinus,movement_seen,swimming,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/fishing-cat,Fishing cat,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
prionailurus_viverrinus,observation_place,freshwater_or_wetland,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/fishing-cat,Fishing cat,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
prionailurus_viverrinus,primary_color,brown,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/fishing-cat,Fishing cat,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
prionailurus_viverrinus,body_pattern,spotted,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/fishing-cat,Fishing cat,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
prionailurus_viverrinus,tail_impression,short,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/fishing-cat,Fishing cat,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
prionailurus_viverrinus,ear_size_impression,small,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/fishing-cat,Fishing cat,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
prionailurus_viverrinus,ear_shape_simple,rounded,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/fishing-cat,Fishing cat,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
prionailurus_viverrinus,leg_foot_appearance,webbed_feet,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/fishing-cat,Fishing cat,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
prionailurus_viverrinus,carnivore_tail_marking,rings,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/fishing-cat,Fishing cat,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
prionailurus_bengalensis,body_form,cat_like,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Prionailurus_bengalensis/,Prionailurus bengalensis (leopard cat),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
prionailurus_bengalensis,body_covering,fur_or_hair,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Prionailurus_bengalensis/,Prionailurus bengalensis (leopard cat),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
prionailurus_bengalensis,primary_color,yellowish_or_buff,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Prionailurus_bengalensis/,Prionailurus bengalensis (leopard cat),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
prionailurus_bengalensis,body_pattern,spotted,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Prionailurus_bengalensis/,Prionailurus bengalensis (leopard cat),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
prionailurus_bengalensis,ear_size_impression,small,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Prionailurus_bengalensis/,Prionailurus bengalensis (leopard cat),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
